Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Bahrain (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarter Final,Mixed,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0319
Qatar (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarter Final,Mixed,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0319
Oman (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 3,رجال فرق الدور 3,Round 3,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0556
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 3,رجال فرق الدور 3,Round 3,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0556
Bahrain (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 3,رجال فرق الدور 3,Round 3,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0557
Oman (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 3,رجال فرق الدور 3,Round 3,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0557
United Arab Emirates (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 1 - زوجي رجال ربع النهائي - المباراة 1,Quarter Final,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0314
Saudi Arabia (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 1 - زوجي رجال ربع النهائي - المباراة 1,Quarter Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0314
Bahrain (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 2 - زوجي رجال ربع النهائي - المباراة 2,Quarter Final,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0315
Qatar (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 2 - زوجي رجال ربع النهائي - المباراة 2,Quarter Final,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0315
Oman (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 3 - زوجي رجال ربع النهائي - المباراة 3,Quarter Final,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0316
Saudi Arabia (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 3 - زوجي رجال ربع النهائي - المباراة 3,Quarter Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0316
Qatar (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 4 - زوجي رجال ربع النهائي - المباراة 4,Quarter Final,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0317
Bahrain (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 4 - زوجي رجال ربع النهائي - المباراة 4,Quarter Final,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0317
Aia Mohamed,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 1 Round 1,فردي سيدات المجموعة 1 دور 1,Round 1,Women,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0340
Noura Almaazmi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 1 Round 1,فردي سيدات المجموعة 1 دور 1,Round 1,Women,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0340
Maryam Ali,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 2 Round 1,فردي سيدات المجموعة 2 دور 1,Round 1,Women,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0341
Fawziya Almalki,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 2 Round 1,فردي سيدات المجموعة 2 دور 1,Round 1,Women,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0341
Mohamed ABDULWAHAB,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R1,فردي رجال المجموعة 1 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0527
Khaled Alshareif,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R1,فردي رجال المجموعة 1 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0527
Abdulaziz Bushulaybi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R1,فردي رجال المجموعة 2 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0528
Rashed Rashed,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R1,فردي رجال المجموعة 2 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0528
Muhannad Al Balushi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R1,فردي رجال المجموعة 2 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0529
Essa Alblooshi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R1,فردي رجال المجموعة 2 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0529
Ali Alkhadrawi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R1,فردي رجال المجموعة 3 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0530
Bilal Al Rashdi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R1,فردي رجال المجموعة 3 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0530
Abdullah ABDULWAHAB,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R1,فردي رجال المجموعة 3 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0531
Sayed Murtadha Mahfoodh,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R1,فردي رجال المجموعة 3 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0531
Ahmed Korani,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 4 R1,فردي رجال المجموعة 4 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0550
Ali Alhawai,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 4 R1,فردي رجال المجموعة 4 الدور 1,Round 1,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0550
Aia Mohamed,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 1 R 2,فردي سيدات المجموعة 2 دور 2,Round 2,Women,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0364
Dana Alkhayyat,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 1 R 2,فردي سيدات المجموعة 2 دور 2,Round 2,Women,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0364
Maryam Ali,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 2 Round 2,فردي سيدات مجموعة 2 دور 2,Round 2,Women,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0365
Ryan Emad,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 2 Round 2,فردي سيدات مجموعة 2 دور 2,Round 2,Women,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0365
Mohamed ABDULWAHAB,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R2,فردي رجال المجموعة 1 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0532
Ahmed Al Riyami,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R2,فردي رجال المجموعة 1 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0532
Abdulaziz Bushulaybi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R2,فردي رجال المجموعة 2 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0533
Muhannad Al Balushi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R2,فردي رجال المجموعة 2 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0533
Rashed Rashed,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R2,فردي رجال المجموعة 2 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0534
Essa Alblooshi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R2,فردي رجال المجموعة 2 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0534
Ali Alkhadrawi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R2,فردي رجال المجموعة 3 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0535
Abdullah ABDULWAHAB,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R2,فردي رجال المجموعة 3 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0535
Bilal Al Rashdi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R2,فردي رجال المجموعة 3 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0536
Sayed Murtadha Mahfoodh,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R2,فردي رجال المجموعة 3 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0536
Ahmed Korani,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 4 R2,فردي رجال المجموعة 4 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0537
Mohammed Abbas Abdul Wahab,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 4 R2,فردي رجال المجموعة 4 الدور 2,Round 2,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0537
Dana Alkhayyat,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 1 Round 3,فردي سيدات مجموعة 1 دور 3,Round 3,Women,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0525
Noura Almaazmi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 1 Round 3,فردي سيدات مجموعة 1 دور 3,Round 3,Women,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0525
Ryan Emad,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 2 Round 3,فردي سيدات مجموعة 2 دور 3,Round 3,Women,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0526
Fawziya Almalki,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Singles Group 2 Round 3,فردي سيدات مجموعة 2 دور 3,Round 3,Women,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0526
Khaled Alshareif,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R3,فردي رجال المجموعة 1 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0538
Ahmed Al Riyami,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R3,فردي رجال المجموعة 1 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0538
Abdulaziz Bushulaybi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R3,فردي رجال المجموعة 2 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0539
Essa Alblooshi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R3,فردي رجال المجموعة 2 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0539
Muhannad Al Balushi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R3,فردي رجال المجموعة 2 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0551
Rashed Rashed,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R3,فردي رجال المجموعة 2 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0551
Ali Alkhadrawi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R3,فردي رجال المجموعة 3 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0540
Sayed Murtadha Mahfoodh,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R3,فردي رجال المجموعة 3 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0540
Abdullah ABDULWAHAB,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R3,فردي رجال المجموعة 3 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0541
Bilal Al Rashdi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R3,فردي رجال المجموعة 3 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0541
Mohammed Abbas Abdul Wahab,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 4 R3,فردي رجال المجموعة 4 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0542
Ali Alhawai,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 4 R3,فردي رجال المجموعة 4 الدور 3,Round 3,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0542
Riad Hamdi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 101,الرجال كبار أ -58 مباراة 101,Quater final,Men,,,18.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0559
Suaod Bin Mutlaq,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 101,الرجال كبار أ -58 مباراة 101,Quater final,Men,,,10.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0559
Abdulwahab Buti,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 102,الرجال كبار أ -80 مباراة 102,Quarter Final,Men,,,13.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0568
Omar Al Sinani,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 102,الرجال كبار أ -80 مباراة 102,Quarter Final,Men,,,5.0,,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0568
Abdulla Alheddi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 103,الرجال كبار أ -80 مباراة 103,Quater final,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0570
Abdulla Ghloum,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 103,الرجال كبار أ -80 مباراة 103,Quater final,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0570
Hassan Al Nuaimi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 106,الرجال كبار أ -58 مباراة 106,Semi Final,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0562
Nibras Al Tooqi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 107,الرجال كبار أ -58 مباراة 107,Semi Final,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0564
Muath Ibrahim,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 107,الرجال كبار أ -58 مباراة 107,Semi Final,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0564
Tareg Hamedi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 108,الرجال كبار أ -80 مباراة 108,Semi Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0572
Mohammad Shalan,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 109,الرجال كبار أ -80 مباراة 109,Semi Final,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0574
Maryam Alotaibi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 104,السيدات كبار أ -49 مباراة 104,Quarter Final,Men,,,0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0578
Shouq Alhammadi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 104,السيدات كبار أ -49 مباراة 104,Quarter Final,Men,,,2.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0578
Rahmah Alkhawahr,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 110,السيدات كبار أ -49 مباراة 110,Semi Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0580
Umaima Al Hinai,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 111,السيدات كبار أ -49 مباراة 111,Semi Final,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0582
Fatema Kalawadh,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 111,السيدات كبار أ -49 مباراة 111,Semi Final,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0582
Esraa Malallah,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -67 Match 105,السيدات كبار أ -67 مباراة 105,Semi Final,Men,,,0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0586
Amna Alloghani,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -67 Match 105,السيدات كبار أ -67 مباراة 105,Semi Final,Men,,,2.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0586
Maram Fatnassi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -67 Match 112,السيدات كبار أ -67 مباراة 112,Final,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0588
Oman (Team),Volleyball,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 1 - رجال تمهيدي - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0104
Bahrain (Team),Volleyball,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 1 - رجال تمهيدي - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0104
United Arab Emirates (Team),Volleyball,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 2 - رجال تمهيدي - المباراة 2,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0105
Qatar (Team),Volleyball,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 2 - رجال تمهيدي - المباراة 2,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0105
United Arab Emirates (Team),Volleyball,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 3 - رجال تمهيدي - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0106
Bahrain (Team),Volleyball,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 3 - رجال تمهيدي - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0106
Qatar (Team),Volleyball,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 4 - رجال تمهيدي - المباراة 4,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0107
Oman (Team),Volleyball,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 4 - رجال تمهيدي - المباراة 4,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0107
Oman (Team),Volleyball,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 5 - رجال تمهيدي - المباراة 5,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0108
United Arab Emirates (Team),Volleyball,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 5 - رجال تمهيدي - المباراة 5,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0108
Qatar (Team),Volleyball,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 6 - رجال تمهيدي - المباراة 6,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0109
Bahrain (Team),Volleyball,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Preliminary,Match 6 - رجال تمهيدي - المباراة 6,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/volleyball/COM-2026-0109
